,Category,Current Channel,Current Video,Current Views,Next Channel,Count,CHANNEL_TITLE,IDEOLOGY
232,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,TheDC Shorts,1,TheDC Shorts,Alt-light
233,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,CNN,2,CNN,Partisan Left
234,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,CBN News,1,,
235,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,Fox News,2,Fox News,Partisan Right
236,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,Saturday Night Live,1,,
237,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,WGN News,1,,
238,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,Hampton Road Studios - Wedding Videos & Brand Stories,1,,
239,Alt-light,TheDC Shorts,Kayleigh McEnany Has Caught The Hearts Of Conservative Voters: Here's Why,110232,NowThis News,1,NowThis News,Social Justice
240,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Jesse Lee Peterson,1,Jesse Lee Peterson,Alt-light
241,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Jordan B Peterson,1,Jordan B Peterson,IDW
242,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Professor Dave Explains,1,,
243,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Destiny,1,Destiny,Partisan Left
244,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Manhattan Institute,1,,
245,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Yahoo,1,,
246,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,HooverInstitution,1,HooverInstitution,Libertarian
247,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Get a Job,1,,
248,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,Liberty University,1,,
249,Alt-light,Jesse Lee Peterson,"6/11/20 Thu: Erasing History, Replacing Police & Making Examples of People",21273,BETNetworks,1,,
250,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,Compound Media,2,Compound Media,Alt-light
251,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,Midnight Slider,1,,
252,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,LaughPlanet,1,,
253,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,JRE Clips,1,JRE Clips,Conspiracy
254,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,jimgaffigan,1,,
255,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,"O&A, R&F, & Bennington Archive",1,,
256,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,Jimmy Carr,1,,
257,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,Fox News,1,Fox News,Partisan Right
258,Alt-light,Compound Media,"The East Side Dave Show: How Much Do You Know, Live 'Dave' PD",2704,East Side Dave TV,1,,
259,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,Wild Smile,1,Wild Smile,Alt-light
260,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,Fox News,2,Fox News,Partisan Right
261,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,FOX 13 News - Tampa Bay,1,,
262,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,Rachael Ray Show,1,,
263,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,Living On A Dime To Grow Rich,1,,
264,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,TripleJump,1,,
265,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,PBS NewsHour,1,PBS NewsHour,
266,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,LiveScience,1,,
267,Alt-light,Wild Smile,Irish Prisons Forced to Use Alcohol-Free Hand Sanitizer Amid Fears That They Would Make Moonshine,2000,ChemSurvival,1,,
268,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,Vincent James,1,Vincent James,Alt-light
269,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,PBS NewsHour,1,PBS NewsHour,
270,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,Liberty University,1,,
271,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,HooverInstitution,1,HooverInstitution,Libertarian
272,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,Fox News,4,Fox News,Partisan Right
273,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,Yahoo,1,,
274,Alt-light,Vincent James,"Coronavirus News: Apple Closes ALL Stores in China, Virus Set to Be Declared a PANDEMIC, and More",4793,Jordan B Peterson,1,Jordan B Peterson,IDW
275,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,The Red Elephants Vincent James,1,The Red Elephants Vincent James,Alt-light
276,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,HooverInstitution,1,HooverInstitution,Libertarian
277,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,Fox News,5,Fox News,Partisan Right
278,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,Yahoo,1,,
279,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,Jordan B Peterson,1,Jordan B Peterson,IDW
280,Alt-light,The Red Elephants Vincent James,Another MAJOR Channel WIPED from YouTube,41307,Liberty University,1,,
281,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,Nick Di Paolo,3,Nick Di Paolo,Alt-light
282,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,Comedy Dynamics,2,,
283,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,Just For Laughs,2,,
284,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,Jimmy Carr,1,,
285,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,jimgaffigan,1,,
286,Alt-light,Nick Di Paolo,Nick Di Paolo on Smoking and E-Cigarettes,5455,Rodney Dangerfield,1,,
287,Alt-light,Family Policy Institute of Washington,Truth is Compassion. Can a Man Identify as a Little Girl?,373149,Family Policy Institute of Washington,9,Family Policy Institute of Washington,Alt-light
288,Alt-light,Family Policy Institute of Washington,Truth is Compassion. Can a Man Identify as a Little Girl?,373149,YouTube,1,,
289,Alt-light,StevenCrowder,Thanksgiving Isn't Racist | Change My Mind,6925479,StevenCrowder,6,StevenCrowder,Alt-light
290,Alt-light,StevenCrowder,Thanksgiving Isn't Racist | Change My Mind,6925479,PowerfulJRE,1,PowerfulJRE,Conspiracy
291,Alt-light,StevenCrowder,Thanksgiving Isn't Racist | Change My Mind,6925479,YouTube,1,,
292,Alt-light,StevenCrowder,Thanksgiving Isn't Racist | Change My Mind,6925479,Jubilee,1,Jubilee,
293,Alt-light,StevenCrowder,Thanksgiving Isn't Racist | Change My Mind,6925479,Charisma on Command,1,Charisma on Command,
294,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,Michael Knowles,1,Michael Knowles,Alt-light
295,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,HooverInstitution,1,HooverInstitution,Libertarian
296,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,Yahoo,2,,
297,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,Fox News,2,Fox News,Partisan Right
298,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,John Anderson,1,,
299,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,The New School,1,,
300,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,Jordan B Peterson,1,Jordan B Peterson,IDW
301,Alt-light,Michael Knowles,The Cruelty Is The Point | Ep. 539,11005,jimgaffigan,1,,
302,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,HighImpactFlix,1,HighImpactFlix,Alt-light
303,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,The Late Show with Stephen Colbert,1,The Late Show with Stephen Colbert,Partisan Left
304,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,Yahoo,2,,
305,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,Jordan B Peterson,1,Jordan B Peterson,IDW
306,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,Nexus,1,,
307,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,Fox News,2,Fox News,Partisan Right
308,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,What Would You Do?,1,,
309,Alt-light,HighImpactFlix,"Massive Epstein Document Dump Said to Reveal ""Contagion Numbers""",132859,TODAY,1,TODAY,
310,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,TheDC Shorts,1,TheDC Shorts,Alt-light
311,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Inside Edition,1,,
312,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,WLKY News Louisville,1,,
313,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Splash News,1,,
314,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Saturday Night Live,1,,
315,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Daily Mail,1,Daily Mail,
316,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Ray Zombie,1,,
317,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,Leo Ashe,1,,
318,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,ABC News,1,ABC News,
319,Alt-light,TheDC Shorts,Jon Voight’s Impassioned Plea For America To Come Together,4625,CNN,1,CNN,Partisan Left
320,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,Family Policy Institute of Washington,3,Family Policy Institute of Washington,Alt-light
321,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,AP Archive,1,,
322,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,Atlanta Journal-Constitution,1,,
323,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,BBC News,1,BBC News,
324,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,Yahoo,1,,
325,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,abcqanda,1,,
326,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,NBC News,1,NBC News,Partisan Left
327,Alt-light,Family Policy Institute of Washington,Same-sex Marriage in Massachusetts,657,Fox News,1,Fox News,Partisan Right
328,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,Leo Stratton,1,Leo Stratton,Alt-light
329,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,ABC Action News,1,,
330,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,Click On Detroit | Local 4 | WDIV,1,,
331,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,HooverInstitution,1,HooverInstitution,Libertarian
332,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,In Lieu of Fun,1,,
333,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,Yahoo,1,,
334,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,Bulk Reef Supply,1,,
335,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,Fox News,2,Fox News,Partisan Right
336,Alt-light,Leo Stratton,SECOND AMENDMENT HERO Mark Callahan for Congress,234,NBC News,1,NBC News,Partisan Left
337,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,Daily Caller,1,Daily Caller,Alt-light
338,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,ABC Action News,1,,
339,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,Yahoo,2,,
340,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,Fox News,4,Fox News,Partisan Right
341,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,KING 5,1,,
342,Alt-light,Daily Caller,Dispatch From Inside The American Quarantine Zone,1923,NBC News,1,NBC News,Partisan Left
343,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,Gary Orsum,1,Gary Orsum,Alt-light
344,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,Yahoo,1,,
345,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,Fox News,5,Fox News,Partisan Right
346,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,Real Vision Finance,1,,
347,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,C-SPAN,1,C-SPAN,
348,Alt-light,Gary Orsum,Betrayers Of The Apology,14609,HooverInstitution,1,HooverInstitution,Libertarian
349,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,TheBritisher,1,TheBritisher,Alt-light
350,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,Jordan B Peterson,1,Jordan B Peterson,IDW
351,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,Prince's Trust Music,1,,
352,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,Fox News,2,Fox News,Partisan Right
353,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,John Anderson,2,,
354,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,HooverInstitution,1,HooverInstitution,Libertarian
355,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,Gabriel Iglesias,1,,
356,Alt-light,TheBritisher,Dankula's Appeal Rejected,8742,Good Morning Britain,1,,
357,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,Endeavour,2,Endeavour,Alt-light
358,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,The School of Life,1,,
359,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,NowThis World,1,NowThis World,Social Justice
360,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,CGP Grey,1,,
361,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,HooverInstitution,1,HooverInstitution,Libertarian
362,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,Timeline - World History Documentaries,1,,
363,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,TEDx Talks,1,TEDx Talks,
364,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,CBC,1,,
365,Alt-light,Endeavour,What can We Learn from Monarchy?,3549,OxfordUnion,1,,
366,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Ben Shapiro,1,Ben Shapiro,Alt-light
367,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Lewis Howes,1,,
368,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,PowerfulJRE,2,PowerfulJRE,Conspiracy
369,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Jordan B Peterson,1,Jordan B Peterson,IDW
370,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,HooverInstitution,2,HooverInstitution,Libertarian
371,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Jocko Podcast,1,,
372,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Jimmy Carr,1,,
373,Alt-light,Ben Shapiro,The Experts Don’t Have The Answers | Ep. 1005,114141,Steve Hofstetter,1,,
374,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,Breitbart News,1,Breitbart News,Alt-light
375,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,Inside Edition,2,,
376,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,WSOCTV9,1,,
377,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,11Alive,1,,
378,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,TODAY,1,TODAY,
379,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,KING 5,1,,
380,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,CNN,1,CNN,Partisan Left
381,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,Eyewitness News ABC7NY,1,,
382,Alt-light,Breitbart News,D.C. Mayor Dodges When Asked If She'll Remove 'Defund The Police' Street Art,4561,Fox News,1,Fox News,Partisan Right
383,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,The Fallen State,1,The Fallen State,Alt-light
384,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,60 Minutes Australia,1,,
385,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,EdMylett,1,,
386,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,Liberty University,1,,
387,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,Jordan B Peterson,1,Jordan B Peterson,IDW
388,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,Nick Vujicic Official Channel,1,,
389,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,WatchTheDaily,1,,
390,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,gatewaychurchtv,1,,
391,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,Ahmet Yılmaz,1,,
392,Alt-light,The Fallen State,"Nick Vujicic Talks Dating, Marriage & Family (Highlight)",1791,Jimmy Carr,1,,
393,Alt-light,The Red Elephants Vincent James,"Cop Fired for Condemning Enforcement of Shutdown Rule, and Rand Paul GRILLS Dr Fauci",18286,The Red Elephants Vincent James,1,The Red Elephants Vincent James,Alt-light
