,Category,Next Channel,Count
477,Educational,DW News,2
478,Educational,Dr. John Campbell,1
479,Educational,Nucleus Medical Media,1
480,Educational,CNBC International,1
481,Educational,The Daily Conversation,1
482,Educational,DjiboutiUnited,1
483,Educational,Ticket To Know,1
484,Educational,SideNote,1
485,Educational,Wonder World,1
486,Educational,Terra Mater,1
487,Educational,RealLifeLore,1
488,Educational,Atlas Pro,3
489,Educational,mycompasstv,1
490,Educational,Hook,1
491,Educational,Amazing Food Videos,1
492,Educational,CoolVision,1
493,Educational,The 700 Club,3
494,Educational,officiallor9,1
495,Educational,Al Jazeera English,1
496,Educational,Storyful,1
497,Educational,PBS Idea Channel,1
498,Educational,Best Ever Food Review Show,1
499,Educational,Tom Scott,2
500,Educational,Watson Institute for International and Public Affairs,2
501,Educational,SiriusXM,1
502,Educational,Howie Carr,1
503,Educational,Negeen Dargahi,1
504,Educational,Amanpour and Company,1
505,Educational,Coleman Hughes,1
506,Educational,NBC News,1
507,Educational,LBC,1
508,Educational,Robert Sepehr,1
509,Educational,In Praise of Shadows,1
510,Educational,The Armchair Historian,1
511,Educational,"Stop Over - Documentary, Discovery, History",1
512,Educational,"Museum of Fine Arts, Boston",1
513,Educational,The Met,1
514,Educational,UW Video,1
515,Educational,BiolaUniversity,3
516,Educational,YouTube Movies,1
517,Educational,Agnes Callard,2
518,Educational,Ligonier Ministries,1
519,Educational,Victory Tulsa,2
520,Educational,Edgy Veg,1
521,Educational,Downshiftology,1
522,Educational,Paolo fromTOKYO,1
523,Educational,DailyTop10s,1
524,Educational,Deep Look,1
525,Educational,Nat Geo WILD,1
526,Educational,Extreme Trends,1
527,Educational,The Dodo,2
528,Educational,Thoughty2,1
529,Educational,Brave Wilderness,1
530,Educational,SciShow Psych,1
531,Educational,American Express,1
532,Educational,AnthonyPadilla,2
533,Educational,FurryFoofi,1
534,Educational,MrBeast,1
535,Educational,CandyPaws,1
536,Educational,SupertutorTV,1
537,Educational,ROMAN PTE,2
538,Educational,Philosophy Tube,2
539,Educational,Daryl Talks Games,2
540,Educational,NDC Conferences,1
541,Educational,Sceptic,1
542,Educational,History Buffs,1
543,Educational,The Great Courses Plus,1
544,Educational,Psych2Go,1
545,Educational,Jay Shetty,1
546,Educational,Fresh Lifestyle,1
547,Educational,BuzzFeedViolet,1
548,Educational,eNCA,1
549,Educational,Historical Thinking,1
550,Educational,wheatoncollege,1
551,Educational,Hakob Barseghyan,1
552,Educational,16mm Educational Films,1
553,Educational,Bruce Gore,1
554,Educational,BadEmpanada,1
555,Educational,Zane,1
556,Educational,UnrehearsedScript,1
557,Educational,Gus Johnson,1
558,Educational,Wildlife SOS,1
559,Educational,Wild West Nature,1
560,Educational,Carnegie Mellon University,1
561,Educational,Trey Kennedy,1
562,Educational,Enigma,1
563,Educational,Meteor Station - VR Studio,1
564,Educational,priyanka pereira,1
565,Educational,Juri Das Official,1
566,Educational,Boozetowne,1
567,Educational,CBC Docs,1
568,Educational,Kenneth Copeland Ministries,1
